ID Sire Dam CG Ultra WT1 WT2 FI GAIN FCR RFI
183002653 Sire_178955116 Dam_178961081 183_2_178_V_M 34.77 2156 2874 1305 718 1.818 4.8
183002661 Sire_178955116 Dam_178957642 183_2_178_V_F 28.8 1778 2680 1397 902 1.549 43.84
183002663 Sire_178955116 Dam_178958871 183_2_178_V_F 35.06 1776 2316 1127 540 2.087 123.83
183002671 Sire_178955116 Dam_178961583 183_2_178_V_F 33.21 1650 2250 948 600 1.58 -82.59
183002675 Sire_178955116 Dam_178962219 183_2_178_V_F 29.22 1704 2144 867 440 1.97 -22.19
183002677 Sire_178955116 Dam_178962219 183_2_178_V_F 33.26 1700 2244 972 544 1.787 -16.63
183002679 Sire_178955116 Dam_178962219 183_2_178_V_F 32.33 1604 2128 919 524 1.754 -27.08
183002685 Sire_178960196 Dam_178955886 183_2_178_V_F 32.06 1706 2278 926 572 1.619 -91.12
183002689 Sire_178960196 Dam_178955886 183_2_178_V_F 27.97 1758 2270 904 512 1.766 -67.78
183002691 Sire_178960196 Dam_178956711 183_2_178_V_F 35.89 1806 2234 852 428 1.991 -50.31
183002705 Sire_178960196 Dam_178959821 183_2_178_V_F 30.31 1648 2278 970 630 1.54 -89.07
183002707 Sire_178960196 Dam_178959923 183_2_178_V_F 33.61 1688 2324 1224 636 1.925 149.45
183002725 Sire_178963632 Dam_178954031 183_2_178_V_F 28 1608 2156 1029 548 1.878 58.78
183002735 Sire_178962580 Dam_178955117 183_2_178_V_F 29.7 1788 2224 798 436 1.83 -107.7
183002741 Sire_178962580 Dam_178956680 183_2_178_V_M 37.32 2216 3008 1384 792 1.747 1.4
183002745 Sire_178962580 Dam_178957092 183_2_178_V_M 29.89 1960 2722 1336 762 1.753 50.88
183002749 Sire_178962580 Dam_178957588 183_2_178_V_M 34.87 2122 2942 1318 820 1.607 -63.5
183002751 Sire_178962580 Dam_178957588 183_2_178_V_F 35.18 1766 2416 1132 650 1.742 25.04
183002785 Sire_178953230 Dam_178954966 183_2_178_V_F 30.53 1644 2472 1290 828 1.558 40.73
183002793 Sire_178953230 Dam_178959845 183_2_178_V_F 32.22 1706 2296 974 590 1.651 -60.5
183002803 Sire_178958917 Dam_178955514 183_2_178_V_F 34.99 1892 2756 1382 864 1.6 37.92
183002805 Sire_178958917 Dam_178955514 183_2_178_V_F 27.46 1650 2370 1123 720 1.56 -23.45
183002823 Sire_178958917 Dam_178954901 183_2_178_V_M 41.23 2158 3064 1461 906 1.613 -6.93
183002825 Sire_178958917 Dam_178962124 183_2_178_V_F 35.41 1672 2358 1110 686 1.618 -8.95
183002847 Sire_178954992 Dam_178959110 183_2_178_V_M 34.97 1838 2822 1455 984 1.479 6.21
183002851 Sire_178954992 Dam_178960203 183_2_178_V_F 31.59 1686 2310 1095 624 1.755 32.52
183002855 Sire_178954992 Dam_178963058 183_2_178_V_M 37.42 1966 2470 1130 504 2.242 72.64
183002857 Sire_178954992 Dam_178963058 183_2_178_V_M 36.26 1972 2340 906 368 2.462 -32.08
183002891 Sire_178964030 Dam_178953067 183_2_178_V_F 34.33 1812 2232 849 420 2.021 -47.04
183002897 Sire_178964030 Dam_178954281 183_2_178_V_M 37.05 2142 2958 1456 816 1.784 72.53
183002899 Sire_178964030 Dam_178956755 183_2_178_V_F 32.92 1824 2264 920 440 2.091 1.75
183002905 Sire_178964030 Dam_178961139 183_2_178_V_F 35.95 1850 2452 1152 602 1.914 71.05
183002909 Sire_178964030 Dam_178961146 183_2_178_V_F 29.75 1782 2344 1073 562 1.909 47.13
183002921 Sire_178964846 Dam_178954973 183_2_178_V_F 30.28 1732 2568 1331 836 1.592 52.7
183002925 Sire_178964846 Dam_178956693 183_2_178_V_F 31.19 1736 2224 877 488 1.797 -66.28
183002927 Sire_178964846 Dam_178959038 183_2_178_V_F 35.28 1704 2340 1162 636 1.827 83.57
183002951 Sire_178967056 Dam_178953649 183_2_178_V_F 31.88 1762 2506 1226 744 1.648 29.26
183002957 Sire_178967056 Dam_178965006 183_2_178_V_F 31.7 1682 2430 1154 748 1.543 -27.23
183002997 Sire_178962202 Dam_178959473 183_2_178_V_F 31.9 1654 2484 1193 830 1.437 -60.62
183003005 Sire_178954336 Dam_178953270 183_2_178_V_M 40.66 2116 2704 1110 588 1.888 -63.54
183003007 Sire_178954336 Dam_178953270 183_2_178_V_F 29.73 1652 2024 721 372 1.938 -89.95
183003017 Sire_178954336 Dam_178960578 183_2_178_V_F 32.07 1680 2212 971 532 1.825 -1.2
183003023 Sire_178954336 Dam_178954855 183_2_178_V_F 32.83 1826 2490 1099 664 1.655 -36
183003027 Sire_178953078 Dam_178953236 183_2_178_V_F 32.79 1912 2308 910 396 2.298 12.92
183003041 Sire_178953078 Dam_178955362 183_2_178_V_F 32.97 1816 2312 1020 496 2.056 49.62
183003045 Sire_178953078 Dam_178955523 183_2_178_V_F 29.55 1648 2230 1054 582 1.811 41.27
183003047 Sire_178953078 Dam_178955523 183_2_178_V_F 35.57 1980 2414 941 434 2.168 -9.23
183003059 Sire_178961678 Dam_178960744 183_2_178_V_M 32.66 1952 2564 1222 612 1.997 72.48
183003061 Sire_178961678 Dam_178960744 183_2_178_V_F 35.14 1678 2212 1044 534 1.955 70.35
183003071 Sire_178961678 Dam_178961065 183_2_178_V_M 34.04 1894 2660 1307 766 1.706 36.58
183003077 Sire_178961678 Dam_178964472 183_2_178_V_F 30.35 1732 2376 1150 644 1.786 57.07
183003083 Sire_178961678 Dam_178966664 183_2_178_V_F 35.12 1726 2266 902 540 1.67 -89.07
183003087 Sire_178964808 Dam_178954965 183_2_178_V_F 34.52 1822 2498 1215 676 1.797 69.38
183003093 Sire_178964808 Dam_178955373 183_2_178_V_F 29.71 1618 2110 827 492 1.681 -91.57
183003095 Sire_178964808 Dam_178955373 183_2_178_V_F 33.03 1718 2086 732 368 1.989 -91.07
183003097 Sire_178964808 Dam_178955373 183_2_178_V_M 37.11 1958 2388 862 430 2.005 -127.3
183003109 Sire_178958031 Dam_178954307 183_2_178_V_F 36.22 1834 2454 1117 620 1.802 22.54
183003111 Sire_178958031 Dam_178954307 183_2_178_V_F 42.44 2078 2710 1262 632 1.997 96.87
183003119 Sire_178958031 Dam_178961044 183_2_178_V_F 34.51 1746 2228 921 482 1.911 -18.91
183003121 Sire_178958031 Dam_178962142 183_2_178_V_F 30.63 1742 2298 972 556 1.748 -38.39
183003125 Sire_178958031 Dam_178965293 183_2_178_V_M 35.99 1950 2724 1319 774 1.704 25.98
183003159 Sire_177943599 Dam_177945145 183_2_177_Y_F 36.55 1916 2456 1034 540 1.915 -3.08
183003161 Sire_177943599 Dam_177946042 183_2_177_Y_M 36.19 2184 2864 1344 680 1.976 69.85
183003167 Sire_177943599 Dam_177946171 183_2_177_Y_M 42.1 2334 2966 1264 632 2 -8.95
183003185 Sire_177943599 Dam_177948778 183_2_177_Y_M 40.25 2286 2934 1164 648 1.796 -109.9
183003195 Sire_177946761 Dam_177942694 183_2_177_Y_F 38.36 1906 2450 1044 544 1.919 5.48
183003203 Sire_177946761 Dam_177943294 183_2_177_Y_M 37.02 2342 3094 1494 752 1.987 112.13
183003205 Sire_177946761 Dam_177943518 183_2_177_Y_F 32.4 1864 2478 1105 614 1.8 9.07
183003221 Sire_177946761 Dam_177951008 183_2_177_Y_M 38.83 2378 2858 1228 480 2.558 78.04
183003223 Sire_177946761 Dam_177951008 183_2_177_Y_F 35.23 1952 2346 895 394 2.272 -9.83
183003229 Sire_177943296 Dam_177944337 183_2_177_Y_F 38.96 1942 2352 917 410 2.237 -0.86
183003245 Sire_177942480 Dam_177943565 183_2_177_Y_M 39.55 2354 3070 1239 716 1.73 -114.2
183003247 Sire_177942480 Dam_177943565 183_2_177_Y_M 40.61 2488 3274 1490 786 1.896 37.52
183003249 Sire_177942480 Dam_177944336 183_2_177_Y_M 38.19 2186 2822 1296 636 2.038 60.42
183003261 Sire_177942480 Dam_177945332 183_2_177_Y_F 33.56 1902 2228 793 326 2.433 -34.07
183003273 Sire_177942480 Dam_177949108 183_2_177_Y_M 39.17 2218 2772 1213 554 2.19 41.49
183003277 Sire_177942480 Dam_177949419 183_2_177_Y_M 39.25 2224 2974 1276 750 1.701 -71.46
183003285 Sire_177942480 Dam_177949849 183_2_177_Y_F 34.09 1922 2402 997 480 2.077 16.4
183003289 Sire_177942480 Dam_177950643 183_2_177_Y_F 38.7 1934 2354 859 420 2.045 -66.58
183003301 Sire_177950470 Dam_177944684 183_2_177_Y_F 38.31 1988 2610 1109 622 1.783 -24.68
183003307 Sire_177950470 Dam_177944687 183_2_177_Y_M 38.24 2210 3030 1379 820 1.682 -26.83
183003315 Sire_177950470 Dam_177949311 183_2_177_Y_F 35.45 1868 2480 1053 612 1.721 -41.97
183003327 Sire_177950470 Dam_177950713 183_2_177_Y_M 40.13 2284 3012 1414 728 1.942 69.51
183003341 Sire_177950147 Dam_177941883 183_2_177_Y_F 36.95 2024 2356 832 332 2.506 -30.41
183003343 Sire_177950147 Dam_177941883 183_2_177_Y_F 36.08 2026 2538 1090 512 2.129 53.32
183003349 Sire_177950147 Dam_177945867 183_2_177_Y_F 37.74 1852 2294 953 442 2.156 26.04
183003365 Sire_177950602 Dam_177941629 183_2_177_Y_F 33.21 1892 2304 930 412 2.257 22.32
183003367 Sire_177950602 Dam_177941629 183_2_177_Y_M 38.49 2256 3140 1634 884 1.848 158.53
183003383 Sire_177950602 Dam_177943521 183_2_177_Y_F 33.62 1762 2158 915 396 2.311 54.24
183003403 Sire_177951129 Dam_177941872 183_2_177_Y_F 37.54 1880 2458 1096 578 1.896 30.95
183003417 Sire_177951129 Dam_177943950 183_2_177_Y_M 36.05 2100 2826 1290 726 1.777 -1.83
183003433 Sire_177951129 Dam_177947054 183_2_177_Y_F 41.79 1968 2300 788 332 2.373 -60.85
183003435 Sire_177951129 Dam_177947223 183_2_177_Y_F 39.55 1960 2586 1222 626 1.952 91.24
183003443 Sire_177951129 Dam_177950450 183_2_177_Y_F 34.09 1940 2478 1024 538 1.903 -16.96
183003445 Sire_177949848 Dam_177941346 183_2_177_Y_F 36.32 1954 2560 1058 606 1.746 -52
183003451 Sire_177949848 Dam_177943574 183_2_177_Y_F 33.84 1790 2342 966 552 1.75 -52.15
183003453 Sire_177949848 Dam_177943939 183_2_177_Y_F 37.16 1850 2380 976 530 1.842 -35.44
183003463 Sire_177941525 Dam_177941865 183_2_177_Y_F 35.66 1828 2342 1057 514 2.056 66.34
183003473 Sire_177941525 Dam_177945870 183_2_177_Y_M 40.96 2138 2860 1257 722 1.741 -41.78
183003475 Sire_177941525 Dam_177945870 183_2_177_Y_F 42.68 1902 2314 1009 412 2.449 98.89
183003477 Sire_177941525 Dam_177945870 183_2_177_Y_M 39.57 2260 2996 1333 736 1.811 -11.97
183003503 Sire_177948737 Dam_177944202 183_2_177_Y_F 38.82 1814 2390 1169 576 2.03 121.87
183003521 Sire_177948737 Dam_177950347 183_2_177_Y_F 32.36 1812 2538 1083 726 1.492 -108.5
183003525 Sire_177941889 Dam_177944515 183_2_177_Y_M 38.85 2172 2790 1056 618 1.709 -159.7
183003527 Sire_177941889 Dam_177945012 183_2_177_Y_F 33.91 1886 2410 1260 524 2.405 245.64
183003529 Sire_177941889 Dam_177945012 183_2_177_Y_F 30.16 1810 2426 1175 616 1.907 90.22
183003553 Sire_177941889 Dam_177947293 183_2_177_Y_F 42.28 1948 2562 1111 614 1.809 -5.27
183003555 Sire_177941889 Dam_177947293 183_2_177_Y_F 36.76 1974 2430 1019 456 2.235 48.98
183003557 Sire_177947337 Dam_177943588 183_2_177_Y_M 37.44 2182 2914 1337 732 1.827 17.16
183003567 Sire_177947337 Dam_177944925 183_2_177_Y_F 34.7 1818 2422 1088 604 1.801 12.86
183003575 Sire_177947337 Dam_177950151 183_2_177_Y_F 39.36 2038 2588 1114 550 2.025 37.73
183003587 Sire_177944191 Dam_177942130 183_2_177_Y_F 38.34 1928 2498 1034 570 1.814 -34.95
183003595 Sire_177944191 Dam_177942714 183_2_177_Y_F 33.28 1838 2406 1171 568 2.062 125.78
183003597 Sire_177944191 Dam_177942714 183_2_177_Y_F 38.22 2052 2718 1155 666 1.734 -36.66
183003603 Sire_177944191 Dam_177946359 183_2_177_Y_F 40.81 1880 2384 1037 504 2.058 43.4
183003605 Sire_177944191 Dam_177948471 183_2_177_Y_M 36.26 2198 3020 1441 822 1.753 36.71
183003607 Sire_177944191 Dam_177948471 183_2_177_Y_F 40.11 1986 2598 1104 612 1.804 -19.54
183003615 Sire_177941328 Dam_177941587 183_2_177_Y_F 36.53 1926 2360 952 434 2.194 14.84
183003619 Sire_177941328 Dam_177941627 183_2_177_Y_M 41.44 2324 2998 1324 674 1.964 16.46
183003623 Sire_177941328 Dam_177942531 183_2_177_Y_F 38.09 2006 2536 1106 530 2.087 56.78
183003659 Sire_177942494 Dam_177943975 183_2_177_Y_F 44.44 1954 2648 1125 694 1.621 -69.96
183003671 Sire_177942494 Dam_177946782 183_2_177_Y_M 31.77 2138 2924 1387 786 1.765 31.31
183003679 Sire_177942494 Dam_177950221 183_2_177_Y_F 37.38 1800 2256 842 456 1.846 -85.89
183003721 Sire_177949149 Dam_177948815 183_2_177_Y_F 36.15 1880 2426 974 546 1.784 -60.15
183003725 Sire_177949149 Dam_177949556 183_2_177_Y_F 33.21 1800 2398 1052 598 1.759 -12.98
183003735 Sire_177946769 Dam_177942484 183_2_177_Y_F 33.51 1902 2610 1099 708 1.552 -96.89
183003737 Sire_177946769 Dam_177942484 183_2_177_Y_F 37.28 1922 2518 1163 596 1.951 70.4
183003739 Sire_177946769 Dam_177943743 183_2_177_Y_F 36.73 1956 2284 901 328 2.747 58.92
183003745 Sire_177946769 Dam_177944141 183_2_177_Y_F 35.85 1978 2368 870 390 2.231 -37.27
183003757 Sire_177946769 Dam_177949085 183_2_177_Y_M 32.25 2150 2852 1146 702 1.632 -138.3
183003785 Sire_176936777 Dam_176935570 183_2_176_M_F 37.25 1850 2330 983 480 2.048 19.83
183003787 Sire_176936777 Dam_176935570 183_2_176_M_F 36 1860 2290 726 430 1.688 -191.3
183003789 Sire_176936777 Dam_176938211 183_2_176_M_F 39.11 1918 2508 1041 590 1.764 -44.83
183003795 Sire_176936777 Dam_176939621 183_2_176_M_F 39.81 2012 2514 1050 502 2.092 26.37
183003797 Sire_176936777 Dam_176939621 183_2_176_M_M 44.29 2412 3108 1279 696 1.838 -72.44
183003821 Sire_176940636 Dam_176932949 183_2_176_M_F 36.8 1928 2440 1078 512 2.105 65.05
183003827 Sire_176940636 Dam_176933092 183_2_176_M_F 34.43 1916 2556 1195 640 1.867 61.38
183003845 Sire_176940636 Dam_176940474 183_2_176_M_F 34.98 1806 2388 1011 582 1.737 -39.99
183003847 Sire_176933954 Dam_176934318 183_2_176_M_M 38.07 2194 3020 1410 826 1.707 3.25
183003855 Sire_176933954 Dam_176938150 183_2_176_M_M 45.16 2210 3108 1530 898 1.704 54.81
183003871 Sire_176935740 Dam_176930642 183_2_176_M_F 35.4 1904 2482 1077 578 1.863 6.14
183003889 Sire_176935740 Dam_176939846 183_2_176_M_F 36.18 1864 2364 1049 500 2.098 63.13
183003913 Sire_176938612 Dam_176936905 183_2_176_M_F 35.07 1816 2448 1086 632 1.718 -15.68
183003917 Sire_176938612 Dam_176939529 183_2_176_M_F 33.48 1826 2360 999 534 1.871 -10.49
183003921 Sire_176938612 Dam_176939884 183_2_176_M_F 35.54 1824 2316 927 492 1.884 -41.46
183003937 Sire_176932102 Dam_176936148 183_2_176_M_F 34.5 1840 2580 1223 740 1.653 11.23
183003947 Sire_176932102 Dam_176937155 183_2_176_M_F 38.41 1890 2506 1054 616 1.711 -50.16
183003951 Sire_176932102 Dam_176937460 183_2_176_M_M 40.59 2444 3026 1240 582 2.131 -18.91
183003955 Sire_176932102 Dam_176938643 183_2_176_M_F 44.8 1876 2522 1177 646 1.822 47.27
183003973 Sire_176934751 Dam_176935117 183_2_176_M_M 39.37 2190 3136 1623 946 1.716 110.65
183003999 Sire_176930221 Dam_176929749 183_2_176_M_M 45.89 2584 3140 1397 556 2.513 122.49
183004001 Sire_176930221 Dam_176932500 183_2_176_M_F 37.9 1798 2232 875 434 2.016 -31.16
183004003 Sire_176930221 Dam_176932500 183_2_176_M_F 36.3 1824 2468 1106 644 1.717 -9.21
183004013 Sire_176930221 Dam_176936774 183_2_176_M_F 33.59 1842 2414 1022 572 1.787 -28.05
183004029 Sire_176931771 Dam_176934302 183_2_176_M_F 31.15 1834 2344 1169 510 2.292 180.74
183004045 Sire_176937468 Dam_176929289 183_2_176_M_M 42.27 2208 3354 1633 1146 1.425 -62.17
183004055 Sire_176937468 Dam_176931240 183_2_176_M_M 36.7 2056 2966 1469 910 1.614 25.73
183004059 Sire_176937468 Dam_176932233 183_2_176_M_F 34.31 1850 2498 1166 648 1.799 40.63
183004065 Sire_176937468 Dam_176935564 183_2_176_M_M 34.54 2208 3052 1474 844 1.746 47.38
183004093 Sire_176938994 Dam_176931545 183_2_176_M_M 34.19 2270 2940 1355 670 2.022 65.96
183004099 Sire_176938994 Dam_176933437 183_2_176_M_F 36.88 1884 2536 1158 652 1.776 20.54
183004101 Sire_176938994 Dam_176936247 183_2_176_M_F 38.1 1844 2446 1011 602 1.679 -68.5
183004115 Sire_176929450 Dam_176930394 183_2_176_M_M 42.41 2248 2932 1187 684 1.735 -108.4
183004131 Sire_176929450 Dam_176935156 183_2_176_M_F 39.9 2048 2518 1008 470 2.145 6.54
183004133 Sire_176929450 Dam_176935403 183_2_176_M_M 46.34 2368 2886 1300 518 2.51 119.02
183004139 Sire_176929450 Dam_176936081 183_2_176_M_F 38.35 1850 2330 943 480 1.965 -20.17
183004143 Sire_176929450 Dam_176936316 183_2_176_M_F 36.8 1818 2238 895 420 2.131 -2.49
183004149 Sire_176929450 Dam_176938198 183_2_176_M_F 37.01 1884 2430 973 546 1.782 -62.12
183004163 Sire_176935537 Dam_176936130 183_2_176_M_F 34.33 1876 2546 1210 670 1.806 57.1
183004165 Sire_176935537 Dam_176936130 183_2_176_M_F 36.29 1914 2430 941 516 1.824 -72.42
183004167 Sire_176935537 Dam_176936324 183_2_176_M_F 36.55 1850 2570 1226 720 1.703 31.12
183004181 Sire_176933543 Dam_176929566 183_2_176_M_M 42.49 2278 3046 1244 768 1.62 -134.4
183004195 Sire_176933543 Dam_176931265 183_2_176_M_F 38.84 1858 2478 1152 620 1.858 51.73
183004203 Sire_176933543 Dam_176931773 183_2_176_M_F 39.56 1964 2702 1156 738 1.566 -83.86
183004209 Sire_176933543 Dam_176930239 183_2_176_M_M 41.81 2332 3246 1515 914 1.658 -8.16
183004219 Sire_176933543 Dam_176938596 183_2_176_M_F 36.78 1886 2402 967 516 1.874 -39.64
183004241 Sire_176937839 Dam_176933200 183_2_176_M_F 36.34 1890 2312 1005 422 2.382 88.15
183004253 Sire_176937839 Dam_176938614 183_2_176_M_F 35.76 1888 2516 1117 628 1.779 1.74
183004255 Sire_176937839 Dam_176938954 183_2_176_M_F 42.48 2036 2786 1162 750 1.549 -106.9
183004271 Sire_176934416 Dam_176931447 183_2_176_M_M 40.78 2154 2976 1466 822 1.783 73.87
183004277 Sire_176934416 Dam_176934754 183_2_176_M_F 37.2 1874 2270 974 396 2.46 86.12
183004303 Sire_176934416 Dam_176940853 183_2_176_M_M 40.85 2230 2912 1322 682 1.938 33.35
183004307 Sire_176930807 Dam_176938487 183_2_176_M_F 38.36 1854 2468 1196 614 1.948 102.49
183004313 Sire_176930807 Dam_176933976 183_2_176_M_M 37.45 2256 2790 1195 534 2.238 30.76
183004327 Sire_176930807 Dam_176935940 183_2_176_M_F 33.15 1776 2268 1045 492 2.124 88.17
183004347 Sire_176931617 Dam_176929447 183_2_176_M_F 35.41 1912 2320 932 408 2.284 23.34
183004349 Sire_176931617 Dam_176929447 183_2_176_M_F 34.44 1980 2538 1096 558 1.964 26.05
183004351 Sire_176931617 Dam_176929447 183_2_176_M_F 33.98 1908 2526 1104 618 1.786 -6.45
183004353 Sire_176931617 Dam_176930666 183_2_176_M_F 34.83 2056 2726 1329 670 1.984 132.51
183004359 Sire_176931617 Dam_176931348 183_2_176_M_F 42.21 2040 2386 835 346 2.413 -44.8
183004369 Sire_176931617 Dam_176936307 183_2_176_M_M 37.93 2346 3112 1423 766 1.858 27.57
183004371 Sire_176931617 Dam_176934332 183_2_176_M_F 42.77 2064 2554 1001 490 2.043 -23.64
183004389 Sire_176940148 Dam_176929958 183_2_176_M_F 36.49 1868 2314 1087 446 2.437 152.3
183004393 Sire_176940148 Dam_176930556 183_2_176_M_M 35.61 2286 3086 1412 800 1.765 2.93
183004397 Sire_176940148 Dam_176931252 183_2_176_M_F 35.72 1850 2166 838 316 2.652 33.17
183004409 Sire_176940148 Dam_176933030 183_2_176_M_F 38.76 2032 2548 1130 516 2.19 88.01
183004411 Sire_176940148 Dam_176933030 183_2_176_M_F 32.74 1864 2372 1204 508 2.37 210.41
183004419 Sire_176940148 Dam_176937820 183_2_176_M_M 40.48 2186 3062 1491 876 1.702 42.01
183004425 Sire_176940148 Dam_176938544 183_2_176_M_M 38.76 2276 2956 1315 680 1.934 15.4
183004427 Sire_176940148 Dam_176940312 183_2_176_M_F 36.45 1870 2566 1138 696 1.635 -38.55
183004429 Sire_176940148 Dam_176940312 183_2_176_M_F 31.34 1810 2262 677 452 1.498 -249.4
183004433 Sire_176933957 Dam_176929268 183_2_176_M_F 37.05 1924 2582 1247 658 1.895 94.06
183004437 Sire_176933957 Dam_176929416 183_2_176_M_M 39.6 2256 3202 1476 946 1.56 -54.6
183004439 Sire_176933957 Dam_176929416 183_2_176_M_F 35.12 1934 2386 975 452 2.157 18.53
183004465 Sire_175919803 Dam_175921687 183_2_175_O_F 37.01 1912 2342 1017 430 2.365 87.09
183004471 Sire_175919803 Dam_175922219 183_2_175_O_F 38.44 1782 2362 1016 580 1.752 -27.25
183004489 Sire_175921051 Dam_175925688 183_2_175_O_F 35.69 1912 2504 990 592 1.672 -96.31
183004495 Sire_175921051 Dam_175927453 183_2_175_O_F 39.09 1946 2378 947 432 2.192 6.93
183004503 Sire_175920975 Dam_175918869 183_2_175_O_F 35.01 1796 2414 1192 618 1.929 108.68
183004513 Sire_175920975 Dam_175922315 183_2_175_O_M 34.04 2166 3108 1595 942 1.693 92.85
183004519 Sire_175920975 Dam_175925217 183_2_175_O_M 43.5 2308 2892 1152 584 1.973 -71.08
183004529 Sire_175926220 Dam_175920052 183_2_175_O_M 45.14 2504 3098 1272 594 2.141 -14.18
183004539 Sire_175926220 Dam_175926950 183_2_175_O_F 35.9 1994 2372 903 378 2.389 3.44
183004545 Sire_175919741 Dam_175919134 183_2_175_O_F 40.05 1924 2382 937 458 2.046 -22.84
183004559 Sire_175919741 Dam_175926437 183_2_175_O_M 39.17 2214 2756 1051 542 1.939 -108.7
183004569 Sire_175919741 Dam_175928929 183_2_175_O_M 34.37 2132 2904 1422 772 1.842 80.42
183004573 Sire_175929012 Dam_175921538 183_2_175_O_F 38.51 1790 2220 897 430 2.086 -3.36
183004575 Sire_175929012 Dam_175924750 183_2_175_O_F 37.88 1796 2186 832 390 2.133 -31.2
183004583 Sire_175929012 Dam_175925317 183_2_175_O_M 43.66 2292 2860 1136 568 2 -68.43
183004589 Sire_175929012 Dam_0 183_2_175_O_F 40.1 2004 2558 1019 554 1.839 -52.9
183004591 Sire_175929012 Dam_0 183_2_175_O_M 40.27 2284 2920 1306 636 2.053 43.32
183004643 Sire_175921737 Dam_175921023 183_2_175_O_F 34.45 1802 2182 859 380 2.261 4.01
183004663 Sire_175924697 Dam_175923410 183_2_175_O_M 38.29 2370 2880 1121 510 2.198 -53.42
183004665 Sire_175924697 Dam_175923410 183_2_175_O_M 36.23 2158 2812 1130 654 1.728 -113.8
183004673 Sire_175924697 Dam_175924536 183_2_175_O_F 37.73 1802 2572 1130 770 1.468 -101.5
183004679 Sire_175924697 Dam_175926192 183_2_175_O_F 33.08 1822 2456 970 634 1.53 -135.1
183004693 Sire_175929101 Dam_175921379 183_2_175_O_F 33.41 1918 2320 875 402 2.177 -29.32
183004697 Sire_175929101 Dam_175921779 183_2_175_O_F 35.85 1920 2580 1097 660 1.662 -56.9
183004701 Sire_175929101 Dam_175923676 183_2_175_O_M 37.05 2248 2854 1252 606 2.066 25.95
183004707 Sire_175929101 Dam_175927209 183_2_175_O_M 37.64 2214 3002 1405 788 1.783 26.51
183004709 Sire_175929101 Dam_175927988 183_2_175_O_M 36.22 2214 2762 1218 548 2.223 52.93
183004725 Sire_175918762 Dam_175925322 183_2_175_O_F 36.25 1952 2418 968 466 2.077 -6.35
183004735 Sire_175928952 Dam_175921036 183_2_175_O_F 34.92 1992 2544 1011 552 1.832 -56.07
183004737 Sire_175928952 Dam_175921036 183_2_175_O_F 41.79 2180 2538 892 358 2.492 -33.29
183004739 Sire_175928952 Dam_175924252 183_2_175_O_F 29.86 1840 2414 1093 574 1.904 41.5
183004749 Sire_175928925 Dam_175919317 183_2_175_O_M 37.28 2142 3002 1344 860 1.563 -78.6
183004765 Sire_175928925 Dam_175920902 183_2_175_O_F 37.24 1920 2380 1022 460 2.222 61.19
183004771 Sire_175928925 Dam_175925886 183_2_175_O_F 36.66 1878 2330 1092 452 2.416 149.09
183004777 Sire_175928925 Dam_175927847 183_2_175_O_F 34.93 1748 2504 1085 756 1.435 -119.9
183004791 Sire_175925605 Dam_175921494 183_2_175_O_F 42.61 1948 2582 1115 634 1.759 -20.58
183004805 Sire_175929056 Dam_175920698 183_2_175_O_M 38.77 2314 3016 1413 702 2.013 83.33
